Total Visits,Population,MedianIncome,MedianAge,Family,Nonfamily,Householdsize0,Householdsize2,Pop Age 15+: Married,Pop Age 15+: Nevermarried,Pop Age 15+: Divorced,Pop Age 25+: Bachelor's Degree,Pop Age 25 Grad Professional,Adult,Blackpop,Whitepop,Hispanicpop,Mobility,PopulationGrowthRate,Personal Crime Index (AGS),Motor Vehicle Theft Aggregate (AGS),AREA,POP_C,Population_Density,Female_density,GDP,Is_Florida,Is_Tennessee,Is_Alabama,TJ.Maxx,Marshalls,HomeGoods,Total_competing_store_count_3m,Total_competing_store_visits_3m,Lowe's_3m,The Home Depot_3m,Walmart_3m,Burlington_3m,Kohl's_3m,Ross Dress for Less_3m,Lowe's_visits_3m,The Home Depot_visits_3m,Walmart_visits_3m,Burlington_visits_3m,Kohl's_visits_3m,Ross Dress for Less_visits_3m,Total_competing_store_count1,Total_competing_store_visits1,Lowe's_1m,The Home Depot_1m,Burlington_1m,Kohl's_1m,Ross Dress for Less_1m,Lowe's_visits_1m,The Home Depot_visits_1m,Burlington_visits_1m,Kohl's_visits_1m,Ross Dress for Less_visits_1m,Total_grocery_store_count,Total_grocery_store_visits,Aldi's_3m,Publix_3m,The Fresh Market_3m,Whole Foods Market_3m,Winn-Dixie_3m,Aldi's_visits_3m,Publix_visits_3m,The Fresh Market_visits_3m,Whole Foods Market_visits_3m,Winn-Dixie_visits_3m,num_star,tjmaxx_3m,Marshalls_3m,Homegoods_3m,tjmaxx_visits_3m,Marshalls_visits_3m,Homegoods_visits_3m
489876,3352,59773,44.1,880,620,346,399,1313,693,534,196,192,2634,294,2829,142,3285,0.57,282,517050,3.80484897,3825,880.9810919,0.510143198,39199550,0,0,1,1,0,0,2,3639690,1,0,0,1,0,0,1005913,0,0,2633777,0,0,1,2633777,0,0,1,0,0,0,0,2633777,0,0,1,1052756,0,1,0,0,0,0,1052756,0,0,0,1,0,0,0,0,0,0
485713,6071,92520,39.4,1691,866,438,777,2777,1250,638,1165,776,4595,1812,3690,156,6024,1.82,79,1082052,5.7484402,7139,1056.112578,0.535167188,23543852,0,0,1,1,0,0,5,3894249,1,1,0,1,1,1,838897,695121,0,1672309,398543,289379,3,1932561,1,1,0,1,0,838897,695121,0,398543,0,6,3047801,1,2,0,0,0,157785,988018,0,0,0,1,0,1,0,0,266024,0
471157,6106,86456,36.3,1566,447,500,749,2666,1353,469,1198,394,4561,756,5125,50,6055,0.21,29,69511,3.31935203,5307,1839.515648,0.521945627,6985901,0,0,1,1,0,0,3,2296104,0,1,0,1,1,0,0,568886,0,1545700,181518,0,2,750404,0,1,0,1,0,0,568886,0,181518,0,2,745852,0,1,1,0,0,0,485905,259947,0,0,1,0,0,0,0,0,0
469954,4378,61310,31.9,914,973,273,483,1587,1298,544,313,275,3276,944,2824,691,4274,0.75,109,755592,2.69811435,4877,1622.614698,0.497715852,1249738,0,0,1,1,0,0,2,3455603,1,0,0,1,0,0,945713,0,0,2509890,0,0,1,2509890,0,0,1,0,0,0,0,2509890,0,0,3,1349872,0,1,0,0,0,0,1226383,0,0,0,0,0,0,0,0,0,0
458653,8151,57136,37.6,1761,1613,970,1075,2264,2730,1150,939,552,6439,762,6882,655,7911,1.06,86,448168,9.62948966,7482,846.4623036,0.587535272,6985901,0,0,1,1,0,0,4,3588884,1,1,0,1,0,1,756522,566624,0,1953101,0,312637,4,3588884,1,1,1,0,1,756522,566624,1953101,0,312637,3,1310362,0,1,0,0,1,0,702358,0,0,388562,1,0,1,0,0,560818,0
456588,3163,81500,47.1,906,378,637,256,1445,600,224,485,163,2406,200,2737,18,3130,-0.29,170,554356,8.55035196,3259,369.9262925,0.433133101,1577350,0,0,1,1,0,0,2,3447423,0,1,0,1,0,0,0,939987,0,2507436,0,0,2,3447423,0,1,1,0,0,0,939987,2507436,0,0,2,647568,1,0,0,0,1,239508,0,0,0,408060,0,0,0,0,0,0,0
422139,5247,113409,43.7,1612,773,442,711,2808,1243,492,1418,891,4411,643,3800,275,5236,0.12,106,1180252,3.22514875,5378,1626.901705,0.488660187,10500006,0,0,1,1,0,0,4,3466806,1,1,0,1,1,0,700862,647231,0,1813964,304749,0,4,3466806,1,1,1,1,0,700862,647231,1813964,304749,0,8,3716960,1,3,1,0,1,169309,1699745,188122,0,323736,1,0,0,1,0,0,403453
365909,2414,61598,34.4,474,795,258,226,984,845,184,356,308,2037,653,1462,82,2414,-0.35,218,448175,0.85881808,2871,2810.839753,0.58036454,18079418,0,0,1,1,0,0,5,4661648,1,1,1,1,0,1,950153,644780,205209,2517462,0,344044,1,644780,0,1,0,0,0,0,644780,0,0,0,8,5212759,0,1,1,1,1,0,1155486,670136,397870,358646,1,0,1,1,0,418587,319823
347167,717,133958,26.9,121,108,14,50,186,406,0,17,35,578,216,366,14,695,0.88,331,50692,5.35060205,864,134.0036118,0.59832636,1235839,0,0,1,1,0,0,2,2741045,1,0,0,1,0,0,539050,0,0,2201995,0,0,2,2741045,1,0,1,0,0,539050,0,2201995,0,0,2,466516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314216,4854,76250,38.6,1358,522,439,615,1873,1594,626,471,243,3892,3767,1042,0,4832,-0.49,589,1550602,4.85307077,5057,1000.191473,0.518747425,39199550,0,0,1,1,0,0,2,2386339,0,0,0,1,0,1,0,0,0,2012672,0,373667,1,373667,0,0,0,0,1,0,0,0,0,373667,2,1511792,0,1,0,0,0,0,963464,0,0,0,0,0,0,0,0,0,0
296829,2764,74552,36.2,679,483,441,253,914,674,350,128,42,1905,570,2097,69,2751,-0.49,80,186270,4.04578259,2711,683.1805562,0.544138929,2756664,0,0,1,1,0,0,2,2647076,0,1,0,1,0,0,0,586852,0,2060224,0,0,2,2647076,0,1,1,0,0,0,586852,2060224,0,0,2,550161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
544090,2090,76698,57.9,532,363,307,237,924,365,178,381,301,1622,90,1696,139,2090,1.67,68,258720,1.65575688,2158,1262.262609,0.539712919,5382599,0,1,0,0,0,1,6,6796381,1,1,0,2,1,1,1091655,542085,0,4279978,391805,490858,0,0,0,0,0,0,0,0,0,0,0,0,4,2466466,1,0,1,0,0,403896,0,401799,0,0,2,1,0,0,545687,0,0
501003,5261,96941,35.5,1185,1351,749,819,1868,1431,715,1182,557,4125,143,4886,69,5238,0.41,168,1275534,1.92580407,5317,2731.845924,0.524234936,24085375,0,1,0,0,0,1,6,5322042,1,1,1,1,1,1,1025883,1070993,232446,2286630,445887,260203,2,2546833,0,0,1,0,1,0,0,2286630,0,260203,5,4489861,1,0,0,1,0,222752,0,0,1036117,0,2,1,0,0,745427,0,0
357527,4140,62450,38.3,1086,851,353,495,1995,1014,378,623,151,3472,788,2649,167,4072,1.57,318,1135956,9.45739883,5418,437.752502,0.491545894,15177427,0,1,0,0,0,1,7,7243338,1,1,1,2,1,1,1047632,1089643,207209,3903420,462298,533136,4,4634972,1,1,1,0,1,1047632,1089643,1964561,0,533136,6,2913598,1,1,0,0,0,208080,586670,0,0,0,1,1,1,0,561342,345718,0
344169,7348,93472,37.1,2045,486,464,1014,3339,1388,681,1370,956,5333,839,5542,482,7208,0.45,71,786368,11.92943136,8739,615.9555957,0.545454545,5923814,0,1,0,0,0,1,5,4113766,1,1,0,1,1,1,722952,570261,0,1963354,503988,353211,2,857199,0,0,0,1,1,0,0,0,503988,353211,4,2515560,1,1,0,0,0,208408,508425,0,0,0,2,0,1,0,0,199711,0
340950,3385,47600,37.5,734,986,575,409,1092,1225,431,306,133,2917,285,2859,252,3296,0.08,142,765000,3.26969689,3824,1035.264159,0.539734121,3058788,0,1,0,0,0,1,4,4702816,1,0,0,1,1,1,1378546,0,0,2642770,323738,357762,1,323738,0,0,0,1,0,0,0,0,323738,0,3,2762997,1,1,0,0,0,309586,924318,0,0,0,1,1,0,0,660811,0,0
321679,4480,52750,39.1,1106,788,665,542,1925,1096,541,736,140,3620,14,4345,658,4413,0.66,170,462231,16.24811778,5073,275.7242445,0.5125,3566399,0,1,0,0,0,1,3,1570132,1,1,0,0,0,1,757014,594799,0,0,0,218319,3,1570132,1,1,0,0,1,757014,594799,0,0,218319,4,2887049,1,1,0,0,0,123710,835542,0,0,0,1,1,0,0,788124,0,0
320892,3446,89476,46.2,999,347,438,420,1698,558,508,843,242,2646,245,3049,198,3446,1.69,105,313600,10.39138845,4991,331.620747,0.5171213,3725221,0,1,0,0,0,1,5,3109162,1,1,0,1,1,1,538683,597353,0,1498891,305453,168782,3,1071588,0,1,0,1,1,0,597353,0,305453,168782,3,1615826,1,1,0,0,0,87978,585638,0,0,0,2,0,0,0,0,0,0
315205,4863,73104,35.1,1361,684,411,718,2043,1315,436,746,465,3792,1006,3380,474,4781,-0.18,177,1092130,2.32271997,4036,2093.666074,0.492905614,22581396,0,1,0,0,0,1,6,4624121,1,1,1,1,1,1,882896,758064,227432,2025375,402676,327678,6,4624121,1,1,1,1,1,882896,758064,2025375,402676,327678,6,3063694,1,2,1,1,0,111000,1570697,363510,395194,0,2,1,1,0,192587,404148,0
310435,4578,75893,32.8,1190,847,518,633,1959,1188,421,763,288,3694,1400,2476,288,4514,0.1,222,828009,0.93541848,4312,4894.066237,0.487112276,55126272,0,1,0,0,0,1,8,9567980,1,1,1,3,1,1,1065759,795451,212808,6673443,407725,412794,0,0,0,0,0,0,0,0,0,0,0,0,4,4014800,1,0,0,0,0,183375,0,0,0,0,1,1,1,0,493384,376821,0
266647,4044,94813,44.4,875,1105,418,543,1518,1394,593,702,420,3633,323,3143,78,3999,-0.4,214,285376,1.21124619,4443,3338.710192,0.533135509,60309852,0,1,0,0,0,1,3,1061958,0,1,1,0,0,1,0,734618,192019,0,0,135321,3,1061958,0,1,0,0,1,0,734618,0,0,135321,6,3443731,1,2,0,0,0,193751,1483055,0,0,0,0,1,0,0,327611,0,0
256948,2740,44472,49.2,640,669,637,167,742,844,450,253,161,2162,178,2410,64,2740,0.07,138,388620,1.35285295,3055,2025.349466,0.529927007,5142681,0,1,0,0,0,1,5,6432665,1,1,0,2,0,1,867158,879897,0,4393811,0,291799,1,879897,0,1,0,0,0,0,879897,0,0,0,3,2672459,1,0,0,0,0,242019,0,0,0,0,2,0,0,0,0,0,0
248757,3199,53080,31.9,649,858,437,317,1030,1054,373,304,133,2415,563,2295,117,3117,2.1,243,517545,5.32781426,3164,600.4338447,0.542044389,4472474,0,1,0,0,0,1,2,3055956,0,1,0,1,0,0,0,766007,0,2289949,0,0,1,2289949,0,0,1,0,0,0,0,2289949,0,0,2,1596670,1,0,0,0,0,171984,0,0,0,0,1,1,0,0,564026,0,0
240601,5376,135444,42.3,1545,474,323,819,2696,1563,509,1306,998,4502,1163,3497,41,5334,0.41,228,1957824,4.31849874,5383,1244.877057,0.580915179,55126272,0,1,0,0,0,1,4,1597592,1,1,0,0,1,1,708508,523418,0,0,175574,190092,1,175574,0,0,0,1,0,0,0,0,175574,0,3,2011705,0,0,1,0,0,0,0,247639,0,0,1,0,1,0,0,425903,0
226016,5475,63947,39.7,1272,699,634,462,2092,1185,432,702,427,3837,533,4211,510,5403,0.64,222,965034,3.09775377,4564,1767.40968,0.519817352,3951977,0,1,0,0,0,1,5,4813183,1,1,0,1,1,1,922139,681329,0,2446663,404792,358260,3,4050131,1,1,1,0,0,922139,681329,2446663,0,0,1,1078833,0,1,0,0,0,0,1078833,0,0,0,1,1,0,0,640877,0,0
667805,3466,120661,46.1,895,404,326,413,1617,806,367,800,269,2829,33,3295,124,3466,-0.15,185,689185,2.89693585,2829,1196.436573,0.456145413,24085375,0,1,0,0,1,0,3,2332591,0,0,0,1,1,1,0,0,0,1598199,418345,316047,2,1914246,0,0,1,0,1,0,0,1598199,0,316047,3,2226997,0,1,1,0,0,0,641018,248678,0,0,0,0,0,0,0,0,0
603255,3287,70234,47.1,885,657,533,362,1713,663,296,340,78,2743,52,3139,51,3275,-0.19,25,168720,17.70419226,3539,185.6622404,0.519318528,6559245,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
561367,5700,56399,34.8,1409,579,565,395,2164,1207,559,532,260,3777,637,4349,584,5657,0.71,94,553600,3.73625106,5564,1525.593411,0.501403509,24085375,0,1,0,0,1,0,4,4344643,1,1,0,1,0,1,944085,938598,0,2112438,0,349522,4,4344643,1,1,1,0,1,944085,938598,2112438,0,349522,4,2459264,1,0,0,0,0,171183,0,0,0,0,1,0,0,0,0,0,0
498539,6850,61151,36.3,1569,1021,679,873,2398,1979,827,418,138,5194,739,5743,444,6721,0.16,195,1305870,34.4888255,6879,198.6150558,0.522919708,1754677,0,1,0,0,1,0,3,3819043,1,0,0,1,0,1,1074574,0,0,2503461,0,241008,2,2744469,0,0,1,0,1,0,0,2503461,0,241008,1,1257352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482572,3248,81030,50,867,334,146,503,1496,929,261,268,32,2584,0,3201,387,3225,0.04,239,1130676,14.17120665,3336,229.1971376,0.495689655,3566399,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3370994,0,1,0,0,0,0,1665507,0,0,0,1,0,0,0,0,0,0
429958,3297,54583,22.9,542,403,179,227,823,1730,310,286,163,1788,1339,1740,100,3273,-0.27,144,217872,3.38371251,3048,974.3735587,0.547164089,5381593,0,1,0,0,1,0,5,4921818,1,1,0,1,1,1,1063644,536823,0,2497505,409556,414290,5,4921818,1,1,1,1,1,1063644,536823,2497505,409556,414290,4,3764309,1,0,0,0,0,237039,0,0,0,0,1,1,0,0,570941,0,0
425903,5497,163958,43.7,1371,743,775,630,2680,860,196,1520,914,4059,152,5058,82,5474,-0.36,39,406584,2.41732721,5686,2273.999141,0.532472258,55126272,0,1,0,0,1,0,3,860727,1,0,1,0,1,0,466469,0,218684,0,175574,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4216560,0,0,1,1,0,0,0,247639,547879,0,1,0,1,1,0,340179,240601
404148,4863,73104,35.1,1361,684,411,718,2043,1315,436,746,465,3792,1006,3380,474,4781,-0.18,177,1092130,2.32271997,4036,2093.666074,0.492905614,22581396,0,1,0,0,1,0,7,6015379,1,1,1,2,1,1,882896,758064,227432,3416633,402676,327678,5,4396689,1,1,1,1,1,882896,758064,2025375,402676,327678,7,3263746,2,2,1,1,0,311052,1570697,363510,395194,0,2,1,0,1,192587,0,315205
380377,3581,77465,33.9,1006,379,253,506,1679,398,471,417,395,2569,154,3303,23,3475,2.22,36,80541,9.90639809,3928,361.4835551,0.392627758,4979353,0,1,0,0,1,0,3,3168922,1,0,0,1,0,1,843391,0,0,2202487,0,123044,2,2325531,0,0,1,0,1,0,0,2202487,0,123044,2,1446650,0,2,0,0,0,0,1446650,0,0,0,1,0,0,0,0,0,0
376821,4578,75893,32.8,1190,847,518,633,1959,1188,421,763,288,3694,1400,2476,288,4514,0.1,222,828009,0.93541848,4312,4894.066237,0.487112276,55126272,0,1,0,0,1,0,8,9567980,1,1,1,3,1,1,1065759,795451,212808,6673443,407725,412794,0,0,0,0,0,0,0,0,0,0,0,0,4,4014800,1,0,0,0,0,183375,0,0,0,0,1,1,0,1,493384,0,310435
357338,3151,74583,37.3,656,841,230,419,1031,1077,484,771,298,2419,419,2326,121,3151,-0.54,146,159588,2.51741893,3228,1251.678838,0.496985084,60309852,0,1,0,0,1,0,3,1527789,1,1,0,0,1,0,593047,577250,0,0,357492,0,1,357492,0,0,0,1,0,0,0,0,357492,0,3,2834722,0,1,0,0,0,0,781881,0,0,0,0,0,0,0,0,0,0
346149,5691,86003,46.7,1643,1048,845,759,2533,922,724,891,553,4473,584,5060,130,5691,-0.16,212,732800,4.88388867,5767,1165.259977,0.473906168,1505790,0,1,0,0,1,0,2,3340687,1,0,0,1,0,0,816654,0,0,2524033,0,0,1,2524033,0,0,1,0,0,0,0,2524033,0,0,1,888682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345718,4140,62450,38.3,1086,851,353,495,1995,1014,378,623,151,3472,788,2649,167,4072,1.57,318,1135956,9.45739883,5418,437.752502,0.491545894,15177427,0,1,0,0,1,0,7,7243338,1,1,1,2,1,1,1047632,1089643,207209,3903420,462298,533136,4,4634972,1,1,1,0,1,1047632,1089643,1964561,0,533136,6,2913598,1,1,0,0,0,208080,586670,0,0,0,1,1,0,1,561342,0,357527
340179,5150,79435,39,1256,1545,281,448,2096,1700,698,744,1372,4494,3295,1222,466,5106,-0.53,507,2110107,1.81008438,6169,2845.171229,0.525242718,55126272,0,1,0,0,1,0,5,3905926,1,1,1,1,0,1,466469,549666,218684,2331195,0,339912,3,3016348,1,0,1,0,0,466469,0,2331195,0,0,9,7116204,1,0,0,1,0,161518,0,0,547879,0,1,1,1,0,472892,425903,0
319111,7152,76285,45.3,1846,1064,997,675,2915,1875,746,1106,514,5613,684,6087,124,7106,1.71,177,1412460,6.24979587,7568,1144.357376,0.509228188,22581396,0,1,0,0,1,0,6,4253167,1,1,1,1,1,1,980746,711270,252000,1886688,249551,172912,2,2136239,0,0,1,1,0,0,0,1886688,249551,0,3,1768882,1,1,0,0,0,197913,1049236,0,0,0,1,1,0,0,500491,0,0
294725,3854,88966,40.2,991,1176,515,568,1647,1225,426,1188,497,3561,163,3090,156,3841,1.16,96,216370,2.720717,3858,1416.538361,0.573949144,20312776,0,1,0,0,1,0,6,4842490,1,2,0,1,1,1,757915,1458332,0,2020351,386171,219721,3,3164437,1,0,1,1,0,757915,0,2020351,386171,0,8,3975351,2,3,0,1,0,212424,1885356,0,904768,0,2,1,0,0,556232,0,0
274228,5101,62095,35.1,1116,484,475,469,1234,1619,669,454,103,3364,4207,501,61,5032,0.03,521,1033923,1.77135438,5479,2879.717383,0.580082337,55126272,0,1,0,0,1,0,3,2637850,0,1,1,1,0,0,0,687144,208886,1741820,0,0,2,896030,0,1,0,0,0,0,687144,0,0,0,3,2431338,1,0,0,0,0,141717,0,0,0,0,0,0,0,0,0,0,0
256613,3316,129861,47.1,959,434,294,508,1734,923,170,939,510,2875,117,2954,14,3282,-0.41,77,79025,2.79628452,3144,1185.859299,0.462303981,60309852,0,1,0,0,1,0,3,2420296,1,0,0,1,0,1,629189,0,0,1577213,0,213894,2,843083,1,0,0,0,1,629189,0,0,0,213894,6,3782119,1,2,0,0,0,135297,1913224,0,0,0,2,0,0,0,0,0,0
247037,5439,57656,49.3,1434,976,965,487,2237,961,941,613,552,4356,81,5246,288,5418,0.1,89,578688,8.38086505,6001,648.9783534,0.533553962,2066215,0,1,0,0,1,0,3,3510936,1,0,0,1,0,1,902344,0,0,2404240,0,204352,2,1106696,1,0,0,0,1,902344,0,0,0,204352,2,668540,1,1,0,0,0,212609,455931,0,0,0,0,0,0,0,0,0,0
241529,2939,69100,33.8,702,689,409,300,1011,778,337,403,318,2291,337,2485,68,2922,0.06,255,496800,3.2566275,3208,902.4673531,0.485199047,24085375,0,1,0,0,1,0,5,4556107,1,1,0,1,1,1,818083,846180,0,2223750,381871,286223,4,2332357,1,1,0,1,1,818083,846180,0,381871,286223,3,1759310,1,0,0,0,0,75673,0,0,0,0,1,0,0,0,0,0,0
199711,3203,111000,53.2,978,172,375,293,1819,434,189,608,407,2537,164,2851,0,3198,0.27,75,206752,2.88588737,2903,1109.883925,0.565719638,5923814,0,1,0,0,1,0,5,4113766,1,1,0,1,1,1,722952,570261,0,1963354,503988,353211,3,3256567,1,1,1,0,0,722952,570261,1963354,0,0,4,2515560,1,1,0,0,0,208408,508425,0,0,0,1,0,0,1,0,0,344169
788124,5335,44792,46.5,1562,835,801,668,2635,817,628,763,244,4368,3,4962,728,5305,0.95,177,1146816,8.08691207,5644,659.7079273,0.505716963,3566399,0,1,0,1,0,0,4,6653349,1,1,0,1,0,1,757014,594799,0,5083217,0,218319,0,0,0,0,0,0,0,0,0,0,0,0,4,2887049,1,1,0,0,0,123710,835542,0,0,0,0,0,0,1,0,0,321679
749091,7813,103765,39.1,2157,718,288,1479,4147,1313,652,1601,457,5838,404,7219,576,7791,1.22,77,870922,3.2805479,9351,2381.614364,0.469729937,4860387,0,1,0,1,0,0,3,2608559,1,0,0,1,0,1,696228,0,0,1617890,0,294441,2,990669,1,0,0,0,1,696228,0,0,0,294441,3,1922394,1,1,0,0,0,159444,610049,0,0,0,2,0,0,0,0,0,0
745427,5261,96941,35.5,1185,1351,749,819,1868,1431,715,1182,557,4125,143,4886,69,5238,0.41,168,1275534,1.92580407,5317,2731.845924,0.524234936,24085375,0,1,0,1,0,0,6,5322042,1,1,1,1,1,1,1025883,1070993,232446,2286630,445887,260203,2,2546833,0,0,1,0,1,0,0,2286630,0,260203,5,4489861,1,0,0,1,0,222752,0,0,1036117,0,2,0,0,1,0,0,501003
660811,3385,47600,37.5,734,986,575,409,1092,1225,431,306,133,2917,285,2859,252,3296,0.08,142,765000,3.26969689,3824,1035.264159,0.539734121,3058788,0,1,0,1,0,0,4,4702816,1,0,0,1,1,1,1378546,0,0,2642770,323738,357762,1,323738,0,0,0,1,0,0,0,0,323738,0,3,2762997,1,1,0,0,0,309586,924318,0,0,0,1,0,0,1,0,0,340950
640877,5475,63947,39.7,1272,699,634,462,2092,1185,432,702,427,3837,533,4211,510,5403,0.64,222,965034,3.09775377,4564,1767.40968,0.519817352,3951977,0,1,0,1,0,0,5,4813183,1,1,0,1,1,1,922139,681329,0,2446663,404792,358260,3,4050131,1,1,1,0,0,922139,681329,2446663,0,0,1,1078833,0,1,0,0,0,0,1078833,0,0,0,1,0,0,1,0,0,226016
570941,3297,54583,22.9,542,403,179,227,823,1730,310,286,163,1788,1339,1740,100,3273,-0.27,144,217872,3.38371251,3048,974.3735587,0.547164089,5381593,0,1,0,1,0,0,5,4921818,1,1,0,1,1,1,1063644,536823,0,2497505,409556,414290,0,0,0,0,0,0,0,0,0,0,0,0,4,3764309,1,0,0,0,0,237039,0,0,0,0,2,0,1,0,0,429958,0
564026,3199,53080,31.9,649,858,437,317,1030,1054,373,304,133,2415,563,2295,117,3117,2.1,243,517545,5.32781426,3164,600.4338447,0.542044389,4472474,0,1,0,1,0,0,2,3055956,0,1,0,1,0,0,0,766007,0,2289949,0,0,1,2289949,0,0,1,0,0,0,0,2289949,0,0,2,1596670,1,0,0,0,0,171984,0,0,0,0,1,0,0,1,0,0,248757
561342,4895,48438,32.2,1051,555,279,429,1324,1771,801,275,60,2801,1268,2926,451,4856,0.75,288,836308,6.65627067,5201,735.3967774,0.474361593,15177427,0,1,0,1,0,0,6,5304479,1,1,1,1,1,1,1047632,1089643,207209,1964561,462298,533136,5,5097270,1,1,1,1,1,1047632,1089643,1964561,462298,533136,7,3480827,1,2,0,0,0,208080,1028038,0,0,0,2,0,1,1,0,345718,357527
556232,3854,88966,40.2,991,1176,515,568,1647,1225,426,1188,497,3561,163,3090,156,3841,1.16,96,216370,2.720717,3858,1416.538361,0.573949144,20312776,0,1,0,1,0,0,6,4842490,1,2,0,1,1,1,757915,1458332,0,2020351,386171,219721,3,3164437,1,0,1,1,0,757915,0,2020351,386171,0,8,3975351,2,3,0,1,0,212424,1885356,0,904768,0,1,0,1,0,0,294725,0
545687,2090,76698,57.9,532,363,307,237,924,365,178,381,301,1622,90,1696,139,2090,1.67,68,258720,1.65575688,2158,1262.262609,0.539712919,5382599,0,1,0,1,0,0,6,6796381,1,1,0,2,1,1,1091655,542085,0,4279978,391805,490858,0,0,0,0,0,0,0,0,0,0,0,0,4,2466466,1,0,1,0,0,403896,0,401799,0,0,2,0,0,1,0,0,544090
534449,6193,68576,31.5,1633,864,588,847,2823,1079,675,860,420,4631,1855,3488,410,6048,1.79,142,1148144,4.65044697,7270,1331.699951,0.492652995,4979353,0,1,0,1,0,0,4,4612762,1,1,0,1,1,0,975032,679421,0,2562228,396081,0,4,4612762,1,1,1,1,0,975032,679421,2562228,396081,0,2,1711765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500644,2959,66771,34.9,732,608,311,387,956,1047,488,725,214,2559,0,2712,276,2929,-0.56,161,307294,0.92130427,2943,3211.751097,0.475836431,55126272,0,1,0,1,0,0,3,2246160,1,1,1,0,0,0,1101937,807852,336371,0,0,0,2,1144223,0,1,0,0,0,0,807852,0,0,0,8,6013229,2,0,1,1,0,582146,0,304090,963891,0,2,0,0,0,0,0,0
500491,6913,105523,42.8,1893,1126,927,812,3081,1225,777,2007,681,5476,418,5973,481,6813,-0.12,114,1743590,9.0663596,7112,762.489059,0.529726602,22581396,0,1,0,1,0,0,6,4253167,1,1,1,1,1,1,980746,711270,252000,1886688,249551,172912,4,2116928,1,1,0,0,1,980746,711270,0,0,172912,3,1768882,1,1,0,0,0,197913,1049236,0,0,0,1,0,1,0,0,319111,0
493384,4325,85542,31,989,594,339,473,1515,1206,443,669,131,3006,2210,1752,644,4189,-0.55,208,698058,1.67495542,3808,2582.158276,0.549595376,55126272,0,1,0,1,0,0,7,7365116,1,1,1,2,1,1,1065759,795451,212808,4470579,407725,412794,5,2894537,1,1,0,1,1,1065759,795451,0,407725,412794,7,5799646,2,0,0,0,0,402112,0,0,0,0,3,0,1,1,0,376821,310435
485393,2269,66875,27.7,432,642,112,334,530,960,195,560,86,1769,549,1516,466,2193,2.14,159,401253,1.35685711,2956,1672.246829,0.463199647,15177427,0,1,0,1,0,0,5,3486051,1,1,0,1,1,1,676839,599883,0,1438382,365835,405112,4,2047669,1,1,0,1,1,676839,599883,0,365835,405112,4,2709788,1,1,0,0,0,174717,672590,0,0,0,0,0,0,0,0,0,0
472892,4201,120129,41.3,1167,590,492,623,2098,540,320,1167,810,3118,139,3500,31,4125,-0.31,58,202560,1.6762857,5273,2506.136036,0.541537729,55126272,0,1,0,1,0,0,1,757096,1,0,0,0,0,0,757096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6287406,1,0,0,1,0,161518,0,0,547879,0,2,0,1,0,0,340179,0
420748,4959,97243,44.7,1283,518,449,398,2341,1074,356,1124,510,3879,251,4676,64,4939,0.85,48,177310,17.31548237,5043,286.3910975,0.539221617,3725221,0,1,0,1,0,0,3,3369144,1,0,0,1,0,1,959375,0,0,2181544,0,228225,3,3369144,1,0,1,0,1,959375,0,2181544,0,228225,4,2036184,1,0,0,0,0,166843,0,0,0,0,2,0,0,0,0,0,0
411169,3511,45259,46.7,945,795,656,209,1313,694,542,342,99,2732,46,3426,13,3502,-0.02,178,829344,1.74215457,3914,2015.320604,0.577043577,6559245,0,1,0,1,0,0,6,4501023,1,1,1,1,1,1,864536,458588,193766,2241090,371986,371057,3,1429359,1,0,0,0,1,864536,0,0,0,371057,2,1223875,1,0,0,0,0,429122,0,0,0,0,1,0,0,0,0,0,0
394611,4734,59091,33.2,948,1226,346,509,1207,1639,623,405,659,3628,1462,2491,1086,4689,-0.11,333,474993,3.81155171,5293,1242.013846,0.587241234,60309852,0,1,0,1,0,0,4,2625791,1,1,1,1,0,0,364579,459720,183248,1618244,0,0,2,642968,0,1,0,0,0,0,459720,0,0,0,5,3690669,1,1,0,0,0,240854,633468,0,0,0,1,0,0,0,0,0,0
327611,3440,81579,27.6,758,529,202,494,1202,953,242,682,383,2393,576,2183,76,3392,2.49,344,231903,1.30832138,2843,2629.323385,0.561627907,60309852,0,1,0,1,0,0,3,1061958,0,1,1,0,0,1,0,734618,192019,0,0,135321,0,0,0,0,0,0,0,0,0,0,0,0,6,3443731,1,2,0,0,0,193751,1483055,0,0,0,1,0,0,1,0,0,266647
